hip,ra_degrees,dec_degrees,k,vmag,angular_diameter_mas
36817,113.57780754,-23.47366319,6600.0,5.06,5.94
36848,113.64510631,-27.01244868,4850.0,5.78,8.092
36850,113.65001898,31.88863645,9500.0,1.58,13.8118
36896,113.78673794,30.9609101,5000.0,5.34,9.3204
36917,113.8455718,-28.36927798,14000.0,4.65,1.6274
36942,113.91541745,-52.53380809,4550.0,4.93,13.6285
36962,113.98071783,26.89600343,4250.0,4.06,23.1937
36981,114.01623979,-14.49277322,26000.0,5.66,0.3001
37023,114.13190951,46.18036783,3500.0,5.66,16.4894
37031,114.14487545,5.86210427,6000.0,5.89,4.9626
37036,114.17099481,-19.70235325,26000.0,5.69,0.296
37043,114.18302388,-48.8301697,12000.0,5.69,1.3831
37046,114.1960282,55.75515475,4700.0,5.93,8.0317
37088,114.31971063,-4.1110225,6600.0,5.14,5.8336
37096,114.34216663,-34.96857044,14000.0,4.53,1.7292
37140,114.47449454,48.7739115,8750.0,5.93,2.3154
37173,114.57519746,-25.36478805,14000.0,4.69,1.6116
37174,114.57588221,-48.60144811,6900.0,5.68,4.2277
37204,114.63681646,35.04848403,5000.0,5.58,8.3463
37223,114.68293452,-36.49684165,24000.0,5.78,0.3328
37229,114.70783872,-26.8038924,20000.0,3.8,1.1882
37265,114.79148501,34.58463287,7050.0,4.89,5.7102
37279,114.82724194,5.22750767,6750.0,0.4,35.91
37297,114.86397492,-38.3080602,24000.0,4.84,0.5119
37300,114.86912974,17.67451551,3500.0,5.04,21.9419
37322,114.93262285,-38.1393281,20000.0,5.73,0.4894
37329,114.94951052,-38.26067563,24000.0,5.76,0.336
37345,114.99163231,-37.57941274,22000.0,5.99,0.3599
37364,115.05638028,-19.66089028,5000.0,5.92,7.1808
37369,115.06134304,38.34456671,3500.0,5.77,15.711
37379,115.09671685,-15.26385208,4550.0,4.98,13.3647
37391,115.12954787,87.02015634,3200.0,5.05,26.1178
37428,115.24384521,23.01855829,4250.0,5.93,9.9168
37441,115.30185616,48.13185153,5000.0,5.58,8.3517
37447,115.31198612,-9.55108315,5000.0,3.94,17.5473
37450,115.31595047,-38.53357185,24000.0,5.41,0.3939
37478,115.39648613,3.6248275,10000.0,5.95,1.7671
37504,115.45498347,-72.60613528,5000.0,3.93,17.5967
37508,115.46611813,13.48051383,3200.0,5.79,18.6198
37521,115.51341314,14.20852972,3050.0,5.55,22.9137
37590,115.70064325,-26.35125398,4850.0,5.64,8.6363
37606,115.73817103,-45.17177284,5500.0,5.04,8.57
37609,115.751907,58.71048707,9250.0,4.93,3.2793
37623,115.7999923,-36.050124,20000.0,5.6,0.5196
37629,115.82785545,28.8840717,4850.0,4.23,16.25
37648,115.88498187,-28.41095714,4250.0,4.63,18.024
37664,115.92428224,-40.93332961,4850.0,5.12,10.9138
37701,116.01744892,50.43386115,10000.0,5.31,2.377
37704,116.02884762,25.78421056,4250.0,5.3,13.2104
37710,116.04059732,-36.06271326,7500.0,5.8,3.3102
37740,116.11195237,24.39812929,5200.0,3.57,19.2349
37751,116.14238612,-24.67409186,26000.0,5.62,0.3058
37752,116.14249707,-37.94295545,14000.0,5.89,0.9279
37819,116.31376631,-37.96859848,4400.0,3.62,26.8012
37826,116.33068263,28.02631031,5000.0,1.16,58.3384
37853,116.39657467,-34.17655092,6000.0,5.36,6.0565
37891,116.48698643,-14.56382026,7200.0,5.03,5.1687
37901,116.50900614,-6.77228458,4250.0,5.49,12.0039
37908,116.53122379,18.51016877,4250.0,4.89,15.8905
37915,116.54399474,-37.93370008,20000.0,5.87,0.459
37921,116.56757952,10.76831128,9750.0,5.25,2.5557
37946,116.66358038,37.51736326,3050.0,5.15,27.3603
37949,116.66682971,65.45563092,4700.0,5.93,8.0464
37995,116.80232686,-22.51953536,28000.0,5.9,0.2314
38010,116.85416576,-38.51115599,26000.0,5.07,0.3935
38016,116.8764029,33.41576665,3500.0,5.14,20.9614
38020,116.88129103,-46.60850937,28000.0,5.22,0.3169
38048,116.98659214,-12.19289276,6750.0,5.48,4.6868
38070,117.02156206,-25.93718054,28000.0,4.4,0.4626
38089,117.08436527,-47.07753199,5000.0,4.69,12.5274
38146,117.2570691,-24.91224336,5800.0,5.32,6.995
38152,117.2780096,-56.41038485,5500.0,5.57,6.9797
38159,117.30361005,-46.85774089,28000.0,5.82,0.2405
38160,117.30394188,-60.28402896,7350.0,5.78,3.4586
38164,117.30957923,-46.37322729,30000.0,4.1,0.4625
38167,117.31105571,-35.24330796,12000.0,5.94,1.2324
38170,117.32357809,-24.85978401,5400.0,3.34,20.2415
38200,117.39761883,-33.28895425,3500.0,5.61,16.9002
38210,117.42081658,-66.19597303,12000.0,5.78,1.3262
38211,117.42153403,-17.228123,4550.0,5.17,12.146
38253,117.54406881,-9.1834416,4550.0,5.6,10.0705
38267,117.59951934,-50.5093647,4700.0,5.89,8.173
38373,117.92498666,1.76687765,14000.0,5.12,1.3196
38375,117.92939105,-21.17374245,5000.0,5.62,8.1836
38382,117.94309895,-13.89719057,5800.0,5.16,7.1509
38414,118.05435622,-40.57579889,5500.0,3.71,16.3391
38423,118.06584635,-34.70602121,7050.0,5.01,5.2109
38427,118.07868058,-14.84617833,7200.0,5.69,3.8567
38438,118.12394382,-54.36718432,28000.0,5.7,0.254
38455,118.16105542,-38.86282206,26000.0,4.49,0.5128
38474,118.19946278,-5.42818693,6750.0,5.76,4.1565
38497,118.26464297,-36.36377387,4850.0,5.44,9.5219
38500,118.26517655,-49.61307949,28000.0,4.63,0.4148
38518,118.32567862,-48.10294824,30000.0,4.22,0.4376
38538,118.37431874,26.76585858,9250.0,4.97,3.2225
38593,118.54588048,-35.87729557,26000.0,5.48,0.3254
38639,118.6780776,47.56459225,4400.0,5.47,11.3862
38656,118.72246913,-57.30288338,4550.0,5.62,9.9063
38712,118.88099024,8.8630571,7200.0,5.86,3.4824
38722,118.91626746,19.88406657,10000.0,5.38,2.2903
38783,119.07772578,-60.52646168,4400.0,5.74,10.0934
38827,119.19475729,-52.98240062,24000.0,3.46,0.9638
38835,119.21482616,-22.88014849,6450.0,4.2,9.509
38846,119.2408718,-43.50042396,26000.0,5.36,0.3442
38848,119.24778711,15.79038246,4550.0,5.8,9.1408
38872,119.32679394,-44.10987569,26000.0,5.08,0.3918
38901,119.41713237,-30.33458703,8250.0,4.76,4.5102
38908,119.44293578,-60.30336068,5800.0,5.59,5.8552
38917,119.46555642,-45.57774475,4700.0,5.14,11.5648
38957,119.56018303,-49.24492865,28000.0,4.47,0.4472
38962,119.58644862,2.22452544,5000.0,5.3,9.4788
38994,119.71065387,-60.82448838,26000.0,5.77,0.2849
39014,119.75754809,-45.21586305,22000.0,5.98,0.3613
39023,119.77384363,-23.31040264,5200.0,5.09,9.7335
39061,119.86843828,-39.29683773,7050.0,5.22,4.9219
39070,119.90644286,-60.58708857,3500.0,5.19,20.5394
39079,119.93410303,-3.67957835,4700.0,4.93,12.7109
39095,119.96689649,-18.39914242,9750.0,4.61,3.4205
39117,120.04898399,73.9180101,4550.0,5.37,11.1694
39138,120.08320513,-63.56750271,24000.0,4.81,0.5188
39177,120.19714045,17.30870968,4550.0,5.6,10.0483
39184,120.20818254,-54.15129599,20000.0,5.87,0.4592
39191,120.23275932,25.39282019,5200.0,5.87,6.8048
39211,120.30540155,-1.39242418,4400.0,4.69,16.2993
39213,120.30795569,4.87977849,9750.0,5.65,2.128
39221,120.33644785,59.04731836,7200.0,5.78,3.6252
39236,120.37619077,16.45532309,12000.0,5.99,1.2042
39251,120.40636615,-37.28373201,9250.0,5.9,2.1155
39311,120.56647202,2.33431429,4700.0,4.39,16.309
39360,120.68662049,-41.30986539,8750.0,5.52,2.8128
39380,120.76737445,-32.46357097,4700.0,5.83,8.4556
39424,120.87957982,27.79441794,4700.0,4.94,12.6576
39429,120.89612561,-40.00318846,45000.0,2.21,0.4905
39487,121.06747264,-32.67484684,3200.0,5.25,23.9429
39527,121.17669801,-50.59039998,5500.0,5.96,5.8387
39538,121.19660915,79.47974268,10000.0,5.39,2.2791
39566,121.26544452,-53.1079136,4550.0,5.52,10.3859
39567,121.2687908,13.11837053,9750.0,5.14,2.6748
39659,121.57666469,22.63551163,3050.0,5.96,18.9327
39690,121.66809949,-45.26604229,4550.0,5.04,13.0291
39734,121.82519225,-20.55434589,9250.0,5.33,2.7583
39757,121.88625899,-24.30443677,7200.0,2.83,13.6845
39780,121.9410051,21.58197937,5800.0,5.3,6.8265
39794,121.98266997,-68.61713647,18000.0,4.35,1.1411
39847,122.11459795,51.50667575,9500.0,4.78,3.3273
39863,122.14857362,-2.98377649,5800.0,4.36,10.9764
39903,122.25357658,-61.3017058,6750.0,4.74,6.4965
39906,122.2568477,-19.24500094,20000.0,4.4,0.9016
39919,122.28964371,-48.68440955,14000.0,5.66,1.0332
39943,122.36891634,-16.24890678,22000.0,5.66,0.4185
39953,122.38314727,-47.33661177,12389.64493543787,1.75,7.985
39957,122.39013231,-56.08547484,9250.0,5.66,2.3554
39961,122.39967933,-44.12277919,26000.0,5.2,0.3706
39970,122.4298316,-47.9372165,28000.0,5.23,0.3149
39995,122.51583214,58.2484227,4400.0,5.91,9.3034
40023,122.61344988,25.50817993,5200.0,5.73,7.1057
40035,122.66656902,-13.79934746,6450.0,5.53,4.9569
40077,122.79501934,-48.46200365,24000.0,5.83,0.3249
40084,122.81800545,-12.92701835,5000.0,4.72,12.3144
40091,122.83958436,-39.61855304,4400.0,4.44,18.3832
40096,122.85790344,-42.98728888,8250.0,4.73,4.58
40107,122.88762397,-7.77247623,5200.0,5.36,8.5422
40155,122.99988027,-46.64436989,6450.0,5.77,4.6344
40167,123.05295353,17.64813756,6000.0,4.67,8.5596
40215,123.20328577,68.47405416,5200.0,5.34,8.6844
40240,123.28697716,29.6565862,12000.0,5.62,1.4325
40259,123.33322933,-15.78821451,5500.0,4.99,9.1244
40274,123.37301019,-35.89954225,26000.0,4.78,0.4495
40282,123.39261076,-50.19606698,3350.0,5.52,19.2357
40285,123.40068034,-46.9916532,26000.0,5.14,0.3808
40305,123.45916037,56.45231827,5100.0,5.88,7.0157
40321,123.49299197,-36.32229977,26000.0,5.09,0.3899
40326,123.51202967,-40.34773028,4850.0,4.42,15.1361
40344,123.55537215,-35.49007215,4850.0,5.77,8.0967
40357,123.599493,-45.83454842,26000.0,5.86,0.2733
40429,123.81647486,-62.91561677,8750.0,5.16,3.2974
40526,124.12895101,9.18566295,4400.0,3.53,27.6867
40646,124.46008016,59.57112846,8250.0,5.63,2.9956
40678,124.57244799,-35.45170517,4700.0,5.59,9.4285
40680,124.57823985,-65.6132455,4850.0,5.06,11.2665
40693,124.5990846,-12.62976955,5000.0,5.95,6.549
40702,124.6302785,-76.91998251,6750.0,4.05,8.883
40706,124.6391383,-36.65953286,9000.0,4.44,4.2471
40772,124.82159867,62.50713912,5200.0,5.73,7.2286
40793,124.88421821,75.75686931,5200.0,5.55,7.8197
40817,124.95414818,-71.51499632,12000.0,5.33,1.6296
40834,125.0023296,-71.50546247,10000.0,5.63,2.044
40843,125.01613464,27.21862138,6600.0,5.13,5.6279
40866,125.0872189,20.74783186,4850.0,5.8,8.0503
40875,125.10832165,57.74324466,6900.0,5.89,3.7192
40881,125.13395549,24.02235699,12000.0,5.92,1.2426
40888,125.16203304,-77.4845764,5000.0,4.34,14.6159
40932,125.30042487,-57.97323049,28000.0,5.96,0.2255
40943,125.33770565,-36.48419365,26000.0,5.18,0.3743
40944,125.33843502,-20.07901245,9250.0,5.58,2.447
40945,125.34597645,-33.05437199,4700.0,4.83,13.4336
40990,125.47776027,-17.58630046,5000.0,5.71,7.8553
41003,125.51884143,-73.40005893,10000.0,5.28,2.3993
41037,125.62860299,-59.50953829,4550.0,1.86,56.2098
41039,125.63207774,-48.49039742,28000.0,4.79,0.3862
41075,125.70887544,43.18837233,4250.0,4.25,21.3621
41080,125.72542177,-7.54313579,3350.0,5.92,16.0061
41081,125.72991589,-52.12377702,10000.0,5.89,1.8034
41117,125.84113148,18.33228008,7750.0,5.94,2.9504
41152,125.95220483,53.21995142,9250.0,5.52,2.4846
41191,126.08492509,-80.91471955,5200.0,5.67,7.3862
41211,126.14640836,-3.75117744,7050.0,5.61,4.0313
41242,126.22998546,-23.15381698,9750.0,5.67,2.1175
41250,126.23839828,-42.76985034,24000.0,5.97,0.3056
41260,126.26565742,-24.04626227,4400.0,5.32,12.2003
41296,126.38058013,-51.72745683,26000.0,5.18,0.3733
41299,126.39812618,2.10224935,4250.0,5.74,10.7881
41307,126.41529546,-3.90636482,10000.0,3.91,4.432
41312,126.43435936,-66.13652042,4700.0,3.77,21.309
41321,126.46507032,-64.60065452,5200.0,5.95,6.5178
41323,126.46634614,-42.15310407,24000.0,5.45,0.3872
41325,126.47828013,7.56452889,5200.0,5.13,9.5085
41328,126.48165253,-14.9297554,9250.0,5.96,2.0489
41375,126.61345247,-3.98729976,8750.0,5.6,2.678
41377,126.61553314,27.89386239,4250.0,5.58,11.5806
41395,126.67502883,-12.53453988,4850.0,5.52,9.105
41400,126.68312445,12.65486252,3050.0,5.56,22.8104
41451,126.81994813,-70.09359517,10000.0,5.51,2.1532
41483,126.90271156,-53.08853976,7750.0,5.08,4.3498
41515,126.99760675,-35.11378822,26000.0,5.75,0.2876
41578,127.15561552,14.21085416,8750.0,5.94,2.3091
41616,127.26982565,-47.92893948,26000.0,5.33,0.3494
41621,127.2815535,-44.16043155,26000.0,5.82,0.2788
41639,127.36453332,-44.72482773,20000.0,5.03,0.6789
41674,127.44022551,-46.33172799,16000.0,5.98,0.6817
41676,127.44289151,67.29741477,5200.0,5.89,6.6936
41704,127.56679232,60.7184311,5600.0,3.35,18.4469
41723,127.61924898,-32.15928753,4550.0,5.61,10.0201
41816,127.87738017,24.08121618,7500.0,5.71,3.4829
41817,127.87893332,-19.57743956,12000.0,5.42,1.5631
41822,127.8990288,18.09455771,4250.0,5.33,13.0145
41861,128.02072039,-53.21196039,5200.0,5.68,7.422
41909,128.17718645,20.44127049,4550.0,5.33,11.3108
41935,128.22939892,38.01678677,4700.0,5.88,8.1863
42001,128.41019515,-38.8488327,20000.0,5.92,0.4491
42008,128.4311946,4.75701524,5500.0,5.89,6.0408
42028,128.50682149,-2.15160482,9750.0,5.8,1.9848
42080,128.6507805,65.14527349,9500.0,5.47,2.4076
42088,128.68170313,-49.94424627,4850.0,5.01,11.6139
42090,128.68293147,36.41971903,9500.0,5.76,2.1291
42129,128.81491578,-58.22476298,24000.0,5.27,0.4209
42134,128.83186765,-58.0092947,5000.0,4.84,11.693
42146,128.86754708,-7.98233083,9750.0,5.72,2.0548
42147,128.86967445,-26.84353277,9750.0,5.95,1.8637
42172,128.96272402,6.62053814,6300.0,5.91,4.3926
42177,128.96683262,-50.96967696,14000.0,5.79,0.97
42265,129.27410956,9.65559645,9250.0,5.92,2.0927
42286,129.3285274,-62.85341217,5000.0,5.45,8.8693
42312,129.41100573,-42.98910371,8500.0,4.11,5.7313
42313,129.41419739,5.70379868,9750.0,4.14,4.2276
42334,129.46736838,-26.25497008,10000.0,5.24,2.4332
42365,129.57915784,32.80202805,4700.0,5.96,7.9435
42372,129.59274761,53.4015752,5200.0,5.66,7.4157
42402,129.68936993,3.34147477,4700.0,4.45,15.9166
42425,129.77136771,-70.38665235,10000.0,5.19,2.4895
42430,129.78362446,-22.6629058,5700.0,5.05,7.8698
42438,129.79892615,65.02069298,5900.0,5.63,5.5059
42452,129.82354649,52.71169928,4850.0,5.91,7.6387
42459,129.84944512,-53.43982462,20000.0,5.45,0.5557
42483,129.92704475,-29.56086189,5500.0,4.86,9.5787
42504,129.99009397,-53.05478181,22000.0,5.18,0.5199
42509,130.00633068,-12.47537441,4550.0,4.98,13.325
42515,130.02556894,-35.30830091,5500.0,3.97,14.5108
42527,130.05374429,64.32787175,4700.0,4.59,14.8675
42535,130.0728703,-53.01545412,16000.0,5.56,0.8257
42536,130.07337168,-52.92197259,24000.0,3.6,0.9053
42540,130.08007139,-40.2638933,8750.0,5.2,3.2433
42564,130.14690182,-45.19111481,3500.0,5.67,16.4609
42568,130.15431317,-59.76101468,28000.0,4.31,0.4817
42570,130.15656369,-46.64875492,7050.0,3.77,9.7554
42604,130.25436677,45.83378521,6000.0,5.35,6.395
42614,130.27218464,-48.922689,28000.0,5.9,0.2317
42624,130.3047503,-47.31714129,8750.0,4.74,4.0487
42637,130.33167303,-78.96342637,12000.0,5.46,1.5318
42662,130.43055822,-15.94314865,5000.0,4.87,11.5119
42679,130.48713962,-45.4107261,20000.0,5.2,0.6273
42712,130.56748955,-48.099099,28000.0,5.48,0.2811
42715,130.57922931,-53.10011485,14000.0,5.49,1.114
42726,130.6058767,-53.11404062,24000.0,4.83,0.5137
42795,130.8013968,12.6808708,9250.0,5.62,2.4122
42799,130.80619315,3.39866539,24000.0,4.3,0.6556
42806,130.82172127,21.46859609,9750.0,4.66,3.3193
42828,130.89811451,-33.18641133,28000.0,3.68,0.6428
42834,130.91781669,-49.82281081,30000.0,5.15,0.285
42835,130.91825129,-7.23372781,5800.0,4.63,9.6577
42884,131.09985828,-42.64932331,5500.0,4.05,13.9032
42911,131.17129209,18.15486399,5000.0,3.94,17.5229
42913,131.17582214,-54.70856797,9750.0,1.93,11.4271
42917,131.18768592,10.08171256,9750.0,5.63,2.1507
42923,131.21638717,-37.1472599,26000.0,5.74,0.2892
43012,131.48014451,-79.50457035,4250.0,5.79,10.5382
43023,131.50689464,-46.0415392,9750.0,3.87,4.8659
43026,131.51021822,-2.04876829,5000.0,5.7,7.8891
43067,131.5938644,-13.54770494,5200.0,4.32,13.7336
43082,131.62729635,-45.91251639,24000.0,5.43,0.3919
43103,131.67430955,28.76000509,5200.0,4.03,15.7506
43105,131.67733004,-56.76979718,24000.0,4.5,0.5985
43109,131.6943593,6.41890691,6000.0,3.38,15.746
43121,131.73357081,12.11007629,9750.0,5.89,1.8919
43142,131.81253189,-1.89705972,9250.0,5.28,2.8029
43148,131.82853523,-46.15542775,7500.0,5.71,3.5283
43234,132.10825351,5.83788486,10000.0,4.35,3.6801
43305,132.34057358,-3.44297063,12000.0,5.3,1.6538
43325,132.41319515,-40.32015599,9500.0,5.47,2.4533
43347,132.44853466,-45.30790977,9500.0,4.94,3.1255
43352,132.46458755,-32.78040797,5200.0,5.19,9.201
43370,132.50934024,-29.46301021,5200.0,5.86,6.8323
43409,132.63338051,-27.71005869,4550.0,4.02,20.5692
43413,132.63943261,-46.52919614,30000.0,5.09,0.2933
43414,132.64450311,-66.79322494,6750.0,5.34,5.0714
43496,132.89349889,-7.17721266,9000.0,5.55,2.6223
43499,132.9022178,-57.63361532,14000.0,5.59,1.0662
43531,132.98684264,43.72649196,5000.0,5.15,10.161
43550,133.04187782,42.00288543,5000.0,5.98,6.9691
43553,133.04907327,45.3129001,5000.0,5.96,7.0389
43584,133.14426783,32.47412331,8000.0,5.67,3.1109
43587,133.15055377,28.33138843,5200.0,5.96,6.025
43589,133.16090445,-48.35909798,24000.0,5.92,0.3121
43603,133.20008562,-38.72413106,4250.0,5.79,10.5605
43644,133.34404121,61.96221364,7200.0,5.72,3.7706
43669,133.45278722,-60.35393124,20000.0,5.78,0.4797
43671,133.46083652,-47.52071984,8750.0,5.31,3.0804
43721,133.56126962,30.57917723,5300.0,5.4,8.0841
43783,133.76192355,-60.64471195,14000.0,3.84,2.3728
43797,133.79898826,-54.96554657,6600.0,5.7,4.3916
43798,133.80174626,-18.24120659,4700.0,5.75,8.7608
43813,133.84868687,5.9455277,5200.0,3.11,23.7998
43825,133.8813149,-27.68162589,9250.0,4.87,3.369
43834,133.91537004,27.92756265,5200.0,5.23,9.1117
43851,133.98148374,11.62605826,4250.0,5.44,12.3841
43878,134.0803251,-52.72351071,20000.0,4.68,0.7911
43894,134.12740931,40.20156718,7050.0,5.9,3.6113
43899,134.14221654,-16.70868242,4550.0,5.95,8.5533
43903,134.15619484,64.60403054,5400.0,5.57,7.189
43908,134.1745136,-85.66323432,7500.0,5.43,3.9342
43923,134.20857178,45.63175477,4850.0,5.72,8.2867
43932,134.23597642,32.91058931,8250.0,5.44,3.2497
43937,134.24344613,-59.22935883,26000.0,4.93,0.4186
43970,134.31213728,15.32271727,8750.0,5.22,3.1851
44001,134.39651273,15.58123453,7500.0,5.68,3.5079
44024,134.48155402,-48.57293357,5200.0,5.88,6.7726
44066,134.62165408,11.85777198,8750.0,4.26,4.964
44075,134.68243659,-16.13324587,6450.0,5.8,4.3662
44093,134.71844252,-47.23482313,8750.0,5.17,3.278
44127,134.80349479,48.04234956,8250.0,3.12,8.9627
44143,134.85158738,-59.08439697,7050.0,5.17,4.9293
44154,134.88618568,32.41864339,5100.0,5.23,9.4296
44191,135.02266724,-41.25373789,6750.0,4.45,7.6628
44248,135.16146765,41.78344401,6750.0,3.96,9.1665
44256,135.1906126,-60.96384715,5200.0,5.8,7.0299
44283,135.28536477,-68.68391841,3350.0,5.89,16.2229
44299,135.33698096,-41.86429036,20000.0,5.56,0.5285
44307,135.35053849,32.25229474,9500.0,5.89,2.013
44337,135.43572156,-52.18871825,8750.0,5.23,3.2123
44356,135.49173102,-0.48284175,5000.0,5.64,8.1625
44382,135.61166181,-66.39584369,8750.0,4.0,5.5529
44390,135.63635792,67.62957486,3050.0,4.74,33.0008
44405,135.68444595,24.45293256,10000.0,5.45,2.2232
44406,135.68676211,7.29826333,4550.0,5.85,8.952
44471,135.90649494,47.15665934,9750.0,3.57,5.5553
44504,136.00167862,54.28387681,9500.0,5.74,2.1498
44511,136.03883562,-47.09771376,4700.0,3.75,21.9422
44599,136.28679299,-72.60269387,6600.0,4.47,8.0143
44613,136.35044363,48.53035841,6600.0,5.48,5.0223
44626,136.40992522,-70.53852074,26000.0,4.66,0.4751
44659,136.49324097,5.09234249,4700.0,4.99,12.4944
44700,136.63245022,38.45225024,5200.0,4.56,12.416
44798,136.93676819,10.66821521,14000.0,5.23,1.2557
44816,136.99907126,-43.43262406,4400.0,2.23,50.6638
44818,137.00029758,29.65422729,5200.0,5.42,8.2906
44824,137.01190516,-25.85853691,4400.0,4.62,16.8369
44857,137.09805477,66.87333335,4250.0,5.15,14.1402
44883,137.1758002,-8.58951324,12000.0,5.6,1.4459
44892,137.19758758,26.63001213,5500.0,5.95,5.6917
44897,137.21335301,33.88249742,6150.0,5.95,4.4568
44901,137.21827365,51.60472728,8750.0,4.46,4.4564
44923,137.26770246,-18.32859911,10000.0,5.73,1.9436
44936,137.29792608,-12.35770752,5400.0,5.76,6.61
44946,137.33972475,22.04544728,5000.0,5.16,10.1485
44961,137.39824927,-8.78763061,5200.0,5.47,8.1633
45001,137.48504809,-30.36528248,9000.0,5.59,2.552
45038,137.59802574,67.13423886,6450.0,4.8,6.9056
45075,137.72887992,63.51378087,8750.0,4.67,4.0764
45080,137.74210535,-58.96693014,26000.0,3.43,0.8332
45101,137.81986611,-62.31701587,24000.0,3.96,0.767
45122,137.88912076,-46.58392947,26000.0,5.78,0.2837
45158,137.99487892,-19.74774055,5200.0,5.72,7.2333
45189,138.12725463,-43.61329176,14000.0,5.56,1.0803
45219,138.23176998,-59.41396656,5400.0,5.54,7.3164
45238,138.30100329,-69.71747245,9500.0,1.67,13.731
45270,138.39364708,-47.33843989,12000.0,5.92,1.245
45290,138.45095799,43.21791261,14000.0,5.3,1.2172
45314,138.53429096,-44.14585354,18000.0,5.85,0.5712
45328,138.5751025,-55.56970109,5200.0,5.26,8.9919
45333,138.58562984,61.42339501,6150.0,5.18,6.3613
45336,138.59080529,2.31502422,12000.0,3.89,3.1087
45344,138.60210323,-43.22752192,22000.0,5.24,0.5066
45386,138.73819127,-37.60236629,5000.0,5.85,7.411
45410,138.80781962,14.9415367,4850.0,5.36,9.8758
45412,138.80982607,34.63339985,5400.0,5.98,5.9727
45439,138.90317393,-38.56991789,4850.0,4.92,11.9746
45448,138.93778941,-37.41312644,7050.0,4.63,6.4427
45455,138.95753521,56.74147744,4250.0,5.28,13.3419
45461,138.9697913,72.94646226,7500.0,5.93,3.1555
45493,139.04699516,54.02171207,8750.0,4.8,3.8365
45496,139.05042678,-57.54143764,3350.0,4.34,33.0631
45505,139.09598912,-44.26574592,4550.0,5.12,12.5808
45526,139.17240336,-8.74475953,12000.0,5.49,1.5194
45527,139.17384091,-6.35315487,4700.0,5.24,11.0351
45544,139.23791125,-39.40145479,4700.0,5.31,10.7123
45556,139.27261834,-59.27526115,8000.0,2.21,15.4829
45559,139.28221716,-14.57405765,5000.0,5.83,7.4557
45571,139.32250201,-68.68957252,6900.0,5.38,4.7123
45581,139.35504716,-74.89439024,9750.0,5.28,2.5357
45585,139.36514198,-74.73467629,10000.0,5.86,1.8309
