hip,ra_degrees,dec_degrees,k,vmag,angular_diameter_mas
27560,87.554418,4.42349901,4700.0,5.96,7.9631
27566,87.56999717,-79.36152292,12000.0,5.46,1.5291
27581,87.62043148,14.30569894,5100.0,5.54,8.173
27588,87.62510583,2.02471682,5200.0,5.97,6.4986
27621,87.72174399,-52.1086873,5200.0,5.16,9.3473
27628,87.7398034,-35.76929225,4850.0,3.12,26.7794
27629,87.74213255,27.96783335,5300.0,5.6,7.3748
27639,87.7600428,37.30568175,3350.0,4.72,27.7334
27654,87.82980343,-20.87751376,5200.0,3.76,17.5094
27658,87.84159736,-7.51800251,26000.0,5.36,0.3446
27673,87.87246934,39.14847936,5000.0,3.97,17.4383
27713,88.03221102,-9.04197853,9500.0,5.95,1.9538
27737,88.08409189,-57.15600008,6450.0,5.93,4.2809
27743,88.09292572,14.17179382,12000.0,5.6,1.442
27747,88.0975381,19.86785634,12000.0,5.96,1.2265
27750,88.11017813,1.8551579,4700.0,4.76,13.8871
27766,88.13817716,-37.63099079,4850.0,5.62,8.7131
27810,88.2786848,-33.8014395,20000.0,4.88,0.7209
27830,88.33184814,27.61228536,10000.0,4.56,3.3484
27890,88.52458376,-63.09102096,4850.0,4.65,13.2548
27913,88.59618305,20.27641498,6000.0,4.39,8.9642
27938,88.68160633,-11.77426082,4550.0,5.62,9.9576
27939,88.68349348,0.96861499,5000.0,5.99,6.9571
27947,88.70878524,-52.63607272,7500.0,5.29,4.1623
27949,88.71160776,55.7069049,9500.0,4.96,3.067
27955,88.71872485,-39.95790952,3500.0,5.55,17.3441
27965,88.73619396,19.74962409,26000.0,5.92,0.2661
27971,88.74093802,59.88841219,9500.0,5.2,2.7614
27973,88.74591834,31.70193276,8750.0,5.9,2.347
27989,88.79287161,7.40703634,3200.0,0.45,216.9978
28010,88.87454313,-37.12060931,4850.0,4.97,11.7561
28011,88.87564797,-4.61649597,4700.0,5.87,8.2644
28085,89.05915111,-22.84005515,5000.0,5.95,7.0349
28098,89.08726177,-31.38245487,7200.0,5.52,4.173
28103,89.10132627,-14.16803805,7350.0,3.71,8.6225
28110,89.11681496,9.50941963,10000.0,5.97,1.7541
28139,89.20578119,11.52119572,4700.0,5.89,8.1893
28199,89.38421613,-35.28330688,26000.0,4.36,0.5451
28237,89.49857371,25.95391597,28000.0,4.81,0.3829
28271,89.60182982,1.83712742,8750.0,5.89,2.3661
28287,89.65648606,-44.03458558,5200.0,5.81,6.9977
28296,89.70658741,0.55297359,9750.0,5.21,2.6073
28302,89.72184012,12.80825741,4700.0,5.7,8.999
28325,89.76794851,-9.55813955,8500.0,5.04,3.706
28328,89.78662719,-42.81510761,5000.0,3.96,17.6794
28343,89.84076564,49.9245461,5500.0,5.9,5.9992
28358,89.88145972,54.28498197,5000.0,3.72,19.4061
28360,89.88237261,44.94743492,9500.0,1.9,12.2189
28380,89.93015897,37.21276409,10000.0,2.65,7.9767
28404,89.98375587,45.93675346,3050.0,4.3,40.7187
28413,90.01393918,-3.07407681,4700.0,4.53,15.3638
28484,90.20499138,-51.21655276,9750.0,5.65,2.1142
28499,90.24399472,47.90197432,12000.0,5.71,1.3751
28524,90.31789213,-33.91177131,4250.0,5.54,11.8235
28562,90.42938625,48.95946915,5000.0,5.98,6.9835
28574,90.46010757,-10.59793918,20000.0,4.92,0.7122
28614,90.59579323,9.64736756,8750.0,4.12,5.28
28675,90.81483793,-26.28475048,4550.0,5.03,13.0134
28691,90.86400112,19.69061033,14000.0,5.14,1.3137
28716,90.9799315,20.13845865,26000.0,4.64,0.4809
28734,91.0300689,23.26363207,5300.0,4.16,14.1263
28744,91.05626466,-6.7089502,26000.0,5.19,0.372
28756,91.08448552,-32.17272393,26000.0,5.65,0.3012
28790,91.16736258,-45.07954967,6900.0,5.93,3.6308
28812,91.24244795,5.41997005,5300.0,5.67,7.182
28814,91.24316628,4.15867686,5600.0,5.63,6.5635
28816,91.24638576,-16.48442713,8750.0,4.92,3.7217
28823,91.26425064,42.9819855,7050.0,5.9,3.5909
28854,91.36258158,-10.24265912,6900.0,5.88,3.7928
28855,91.36320378,-35.51368651,10000.0,5.8,1.8822
28899,91.52304862,-29.75852227,9750.0,5.79,1.9894
28910,91.53889172,-14.93528629,10000.0,4.67,3.1455
28909,91.53900939,-66.03968885,10000.0,5.72,1.9579
28943,91.63376334,-23.11077641,9500.0,5.46,2.4527
28946,91.64620701,38.48277233,9000.0,5.35,2.8698
28949,91.66141788,-4.1938248,20000.0,5.37,0.5799
28984,91.7396542,-21.81229045,3050.0,5.74,20.9874
28991,91.76401174,-62.15441128,4700.0,5.04,12.1416
28992,91.76528547,-34.31202171,22000.0,5.82,0.3889
29034,91.88180046,-37.25292114,14000.0,5.0,1.3995
29038,91.89300774,14.76852318,24000.0,4.42,0.6209
29048,91.92345906,-19.16600403,3350.0,5.28,21.478
29064,91.97028171,-42.1540013,10000.0,5.5,2.1609
29134,92.18476724,-68.84345717,14000.0,5.06,1.3511
29150,92.24111381,-22.42728352,10000.0,5.49,2.1702
29151,92.24126844,2.49972675,9250.0,5.7,2.3199
29196,92.38517315,22.19027415,4400.0,5.93,9.2671
29205,92.39389063,-14.58469045,4700.0,5.56,9.4879
29234,92.44961008,-22.77449062,6750.0,5.71,4.2793
29246,92.49581101,58.93564864,5200.0,5.35,8.5901
29263,92.54341638,-40.35396993,3200.0,5.54,20.8987
29271,92.55918047,-74.7525279,5500.0,5.08,7.9123
29276,92.574638,-54.96866057,30000.0,4.72,0.3475
29294,92.64452684,-27.15420421,4850.0,5.72,8.3235
29353,92.81256272,-65.58970507,3200.0,5.01,26.6481
29379,92.88460504,24.42037914,5000.0,5.83,7.4861
29388,92.90241065,48.71112468,9250.0,5.78,2.2244
29417,92.96590078,-6.55028276,26000.0,5.06,0.3953
29426,92.98498656,14.20881425,24000.0,4.45,0.6129
29433,93.00557898,19.79057155,12000.0,5.76,1.3436
29434,93.01365054,16.13044684,20000.0,4.95,0.7018
29451,93.08387494,32.69338941,3350.0,5.78,17.0997
29490,93.21271986,65.71849922,4700.0,5.36,10.5117
29575,93.47601857,-3.74142288,5200.0,5.83,6.8794
29616,93.61910415,17.90637842,8500.0,5.86,2.5474
29629,93.65294439,-4.56846315,20000.0,5.83,0.4674
29650,93.71223277,19.15688949,6600.0,5.2,5.4946
29651,93.71390194,-6.27472737,4550.0,3.99,21.0793
29655,93.71956952,22.50682376,3050.0,3.31,63.8861
29679,93.78500463,-20.27226037,4700.0,5.88,8.2863
29678,93.78523916,13.85107261,28000.0,5.91,0.2305
29692,93.82379533,-18.47701325,4850.0,5.99,7.3071
29696,93.84473576,29.49871224,5200.0,4.32,13.6649
29704,93.85469568,16.14320591,16000.0,5.34,0.9139
29711,93.8735826,-4.91463574,8750.0,5.99,2.2464
29716,93.89315534,-0.51165873,6600.0,5.62,4.6201
29730,93.91878235,59.99903422,4550.0,5.37,11.1483
29735,93.93699498,-13.71838696,12000.0,5.0,1.8964
29736,93.93735931,12.55107067,12000.0,5.44,1.5585
29771,94.03206851,-16.61800865,26000.0,5.97,0.2597
29800,94.11070845,12.2717103,6750.0,5.04,5.633
29807,94.13806399,-35.14073157,5200.0,4.37,13.374
29842,94.25512509,-37.7376495,4700.0,5.54,9.6201
29850,94.27756971,9.94253598,9500.0,5.39,2.5178
29852,94.28988535,-37.25344284,9500.0,5.88,2.0026
29860,94.31770235,5.09969578,6000.0,5.7,5.2565
29895,94.42388578,-16.81591325,4850.0,5.15,10.8666
29919,94.47846658,61.51529221,3050.0,5.01,29.3139
29941,94.55721559,-19.96699189,26000.0,5.51,0.3212
29996,94.71075178,-9.38996323,4850.0,5.36,9.8587
29997,94.71158258,69.3200343,10000.0,4.76,3.0196
30011,94.74573891,-20.92562047,24000.0,5.79,0.3318
30060,94.90579498,59.01090518,9500.0,4.44,3.8639
30069,94.92063879,-34.39659537,12000.0,5.76,1.337
30073,94.92833719,-7.82291023,26000.0,5.27,0.3584
30093,94.9983516,-2.94449028,3350.0,4.91,25.4206
30099,95.0176158,14.65116899,4550.0,5.67,9.7155
30122,95.07827982,-30.06337656,26000.0,3.02,1.0044
30143,95.15099685,-34.14419295,24000.0,5.55,0.3706
30214,95.35299081,-11.77324372,28000.0,5.48,0.2811
30247,95.44211705,53.45239515,6750.0,5.34,5.0791
30277,95.52852147,-33.43627251,5300.0,3.85,16.4254
30321,95.65929247,-69.98412773,4250.0,5.56,11.7197
30324,95.6749475,-17.95591658,28000.0,1.98,1.4026
30342,95.73278618,-56.3699207,8750.0,5.6,2.6752
30343,95.73996302,22.51385027,3050.0,2.87,77.8624
30419,95.94207368,4.59283881,8750.0,4.39,4.644
30436,95.98297443,-25.57752992,4250.0,5.61,11.4622
30438,95.98787763,-52.69571799,7500.0,-0.62,64.4771
30444,96.0042457,-36.70789674,4850.0,5.62,8.7092
30457,96.04313846,-11.53000982,4550.0,5.21,11.986
30463,96.05783068,-60.28139797,10000.0,5.78,1.9016
30520,96.22459158,49.28789903,4250.0,4.92,15.8101
30545,96.31836214,-0.94535265,6300.0,5.88,4.4882
30565,96.36937934,-69.69078672,5200.0,5.37,8.4864
30591,96.43189775,-48.17684903,12000.0,5.76,1.3416
30651,96.60776525,56.2850437,9250.0,5.53,2.492
30666,96.66496281,-1.50726444,9250.0,5.87,2.126
30679,96.70366348,58.41741346,4400.0,5.21,12.8557
30703,96.76723213,-58.00210529,4550.0,5.82,9.0723
30717,96.80733207,0.29926632,4850.0,5.19,10.6932
30720,96.8149602,-0.27598684,4250.0,5.55,11.7872
30728,96.83531772,2.90825624,5100.0,5.55,8.1296
30772,96.98988336,-4.76214677,26000.0,5.06,0.3954
30788,97.04257272,-32.58012947,22000.0,4.47,0.7207
30827,97.14203636,30.49306993,6750.0,5.75,4.2714
30836,97.15587229,-17.46603282,5000.0,5.76,7.7053
30840,97.16351878,-32.37129738,20000.0,5.74,0.4879
30867,97.20447548,-7.03305042,24000.0,3.76,0.8426
30883,97.24079361,20.2121672,18000.0,4.13,1.261
30932,97.36891553,-56.85284448,5000.0,5.2,9.9445
30953,97.45469519,-50.23895882,7200.0,5.28,4.5808
30972,97.51241701,46.68553561,4400.0,5.88,9.4297
30986,97.54700158,-10.08150589,5000.0,5.92,7.2097
31037,97.69288857,-27.7695891,24000.0,5.92,0.3122
31039,97.69642228,58.16345682,5000.0,5.86,7.2853
31072,97.80457202,-35.25886111,5200.0,5.82,6.9555
31079,97.82591372,-51.82620719,6300.0,5.58,5.171
31084,97.84591544,-12.39190922,4850.0,5.16,10.7758
31119,97.9512018,11.5443434,9250.0,5.22,2.8644
31121,97.95861449,-8.15818115,4700.0,5.43,10.1919
31125,97.96403433,-23.41843727,28000.0,4.34,0.4754
31137,97.99296524,-58.75384073,12000.0,5.69,1.386
31159,98.08010878,4.85599529,5000.0,5.88,7.3012
31165,98.08888798,-37.69651376,5200.0,5.25,8.9713
31167,98.0963736,-5.86871833,7500.0,5.6,3.6291
31173,98.11334517,32.45494059,9250.0,5.82,2.1808
31190,98.16241008,-32.03045378,26000.0,5.73,0.29
31216,98.22595658,7.33297921,10000.0,4.47,3.5087
31277,98.40072046,14.15537477,4700.0,5.57,9.4692
31278,98.40800314,-1.22011054,20000.0,5.09,0.6567
31299,98.45621385,-36.23226731,4550.0,5.42,10.8783
31362,98.64720407,-32.71626113,12000.0,5.62,1.4282
31407,98.74411397,-52.97563454,12000.0,4.35,2.5758
31416,98.76408302,-22.96483318,10000.0,4.54,3.3778
31434,98.80025751,28.02234399,10000.0,5.26,2.426
31446,98.81595606,0.89022204,14000.0,5.78,0.9802
31448,98.82331871,9.98835403,4400.0,5.93,9.253
31457,98.85093436,-36.77993005,10000.0,5.59,2.0875
31564,99.09524032,-18.65994454,5200.0,5.71,7.2598
31579,99.13682373,38.4455521,4000.0,5.4,14.2948
31583,99.14720939,-5.21110831,14000.0,5.52,1.1019
31592,99.17082883,-19.25570928,4850.0,3.95,18.0358
31599,99.19416835,-13.32097688,4400.0,5.95,9.1481
31637,99.30767433,-36.99068388,18000.0,5.72,0.6091
31665,99.40999549,56.85750718,9500.0,5.87,2.024
31676,99.42350092,61.48190031,5200.0,5.94,6.4837
31681,99.42792641,16.39941482,10000.0,1.93,10.9737
31685,99.44029869,-43.19592394,14000.0,3.17,3.2394
31688,99.44809882,-32.33989066,4850.0,5.25,10.3515
31700,99.47260802,-18.23745713,5000.0,4.42,14.2915
31737,99.59591342,28.98439129,12000.0,5.76,1.3377
31765,99.65680209,-48.22023129,5200.0,5.05,9.8813
31771,99.66480928,39.3911153,4250.0,5.7,10.9347
31789,99.70494411,39.90258791,14000.0,5.34,1.1966
31827,99.81965168,-14.14574673,4700.0,4.82,13.5203
31832,99.83261264,42.48901214,4550.0,4.8,14.4801
31870,99.92777365,-30.47002424,4850.0,5.7,8.3691
31876,99.94885571,12.98280259,9500.0,5.99,1.913
31897,100.01211946,-80.81372235,8750.0,5.61,2.6949
31940,100.12015519,77.9957971,4250.0,5.75,10.7362
31946,100.13434964,71.74875988,5000.0,5.88,7.3114
31978,100.24442101,9.89576021,39000.0,4.66,0.2111
31992,100.27268782,0.4953354,14000.0,5.79,0.9741
32064,100.48485939,-9.16742468,3500.0,5.21,20.2386
32104,100.60134402,17.64551421,9500.0,5.2,2.7186
32173,100.77086794,44.52452351,4250.0,5.04,14.8132
32246,100.98304088,25.13115531,9250.0,3.06,7.8384
32249,100.99705857,13.22814319,4850.0,4.49,14.6364
32292,101.11862078,-31.07053787,26000.0,5.23,0.3661
32311,101.18943633,28.97098912,4400.0,5.42,11.6596
32349,101.28854105,-16.71314306,10000.0,-1.44,33.1915
32362,101.3226398,12.89605513,6750.0,3.35,12.1892
32366,101.34616795,-31.79292174,6450.0,5.92,4.1561
32385,101.37996161,-30.94899076,20000.0,5.62,0.5166
32402,101.47383863,-52.40971351,4550.0,5.81,9.1417
32411,101.49750507,-14.79608441,9750.0,5.3,2.5032
32438,101.55896951,59.44169108,9250.0,4.86,3.385
32439,101.56028979,79.56627808,6300.0,5.44,5.3501
32463,101.63507823,8.5871691,26000.0,5.92,0.266
32474,101.66259605,-10.10736196,12000.0,5.66,1.403
32480,101.68474593,43.57702483,6000.0,5.24,6.4365
32489,101.70622699,57.1692705,5000.0,5.34,9.2741
32492,101.7128908,-14.42599569,14000.0,5.28,1.2292
32494,101.7195573,-51.2654494,4850.0,5.39,9.7506
32531,101.82795802,-55.54004918,4250.0,5.6,11.5062
32533,101.83268467,8.03728277,4400.0,4.77,15.7124
32537,101.83919491,-37.92967246,14000.0,5.27,1.2289
32558,101.90509833,-8.99850109,3350.0,5.08,23.5999
32562,101.91491974,48.78946087,4850.0,5.22,10.5014
32578,101.96523679,2.41218914,5000.0,4.48,13.8781
32607,102.04807134,-61.94197988,8250.0,3.24,8.8027
32609,102.05096806,55.70444959,6750.0,5.54,4.6147
32617,102.07953302,-1.31883901,7350.0,5.75,3.5199
32677,102.24057628,-15.14471091,16000.0,5.39,0.8943
32698,102.31839228,-2.27202783,14000.0,5.75,0.9892
32740,102.42224358,32.60687904,4550.0,5.72,9.4497
32753,102.45768904,16.20291318,16000.0,5.87,0.7183
32759,102.46027285,-32.50848752,28000.0,3.5,0.6982
32761,102.46381712,-53.62249221,5400.0,4.41,12.3232
32765,102.47757095,-46.61547007,6750.0,5.14,5.4438
32768,102.48390349,-50.61439973,5000.0,2.94,27.946
32809,102.59072133,-17.08455798,4550.0,5.77,9.3142
32810,102.597291,-31.70609416,24000.0,5.74,0.3386
32814,102.60624923,13.41319516,4550.0,5.68,9.7077
32844,102.69151315,41.78156548,4550.0,4.99,13.2481
32851,102.70757903,-0.54042726,7200.0,5.78,3.5863
32855,102.71812209,-34.36732059,4700.0,4.99,12.483
32864,102.7378672,67.57192306,22000.0,5.14,0.5316
32912,102.86241294,-70.96347336,16000.0,5.41,0.8857
32921,102.88770733,21.76123162,9500.0,5.28,2.6666
32938,102.92687429,-36.230126,9250.0,5.94,2.0504
32968,103.00004886,23.60174256,4250.0,5.68,11.0798
33018,103.1972503,33.96136985,9250.0,3.6,6.033
33024,103.2061973,8.38044841,7500.0,5.75,3.4116
33048,103.27109036,59.44865494,5600.0,5.34,7.4556
33077,103.32851233,-19.03277877,7750.0,5.65,3.3663
33092,103.38712732,-20.22426366,28000.0,4.82,0.381
33104,103.42600463,68.88829173,16000.0,5.11,1.0196
33152,103.53314518,-24.18422296,4550.0,3.89,22.1484
33160,103.54783633,-12.03859273,4400.0,4.08,21.4546
33184,103.60273751,-1.1269609,9000.0,5.44,2.7584
33202,103.66080771,13.17801628,7500.0,4.73,5.3473
33248,103.76140934,-20.40485094,9500.0,5.8,2.1003
33277,103.82787799,25.37563643,6000.0,5.74,5.1272
33302,103.90582904,-20.13659348,7200.0,4.66,6.002
33316,103.94554133,-22.9414495,26000.0,5.29,0.356
33345,104.0276949,-14.04344644,12000.0,5.0,1.9062
33347,104.03427636,-17.05424675,24000.0,4.36,0.6415
33357,104.0666214,-48.72116448,3350.0,4.94,25.1569
33372,104.10767805,9.95659959,14000.0,5.9,0.9232
33377,104.13358487,46.27398621,14000.0,5.85,0.9465
33384,104.14366809,-79.42018913,12000.0,5.45,1.5407
33415,104.23387146,46.70553754,5000.0,5.88,7.2758
33421,104.25223594,33.68103629,5500.0,5.91,5.9383
33449,104.31916052,58.42305973,5500.0,4.35,12.0493
33478,104.39153761,-24.63105594,7050.0,5.45,4.3882
33485,104.40468738,45.09410202,9500.0,4.9,3.1499
33558,104.60460729,-34.11172588,22000.0,5.07,0.5487
33575,104.64959747,-25.41416976,26000.0,5.59,0.3096
33579,104.65644451,-28.97208931,26000.0,1.5,2.0269
33603,104.73761182,3.60236429,5200.0,5.96,6.5244
33682,104.96074141,-67.91701197,4550.0,5.18,12.1099
33694,105.0160332,76.97744152,4400.0,4.55,17.2005
33715,105.06593512,16.07900547,4550.0,5.73,9.502
33729,105.09900277,-8.40682482,12000.0,5.95,1.2315
33779,105.21460498,-51.4026336,3350.0,5.14,22.8925
33804,105.27478853,-25.21564581,26000.0,5.64,0.3025
33827,105.33914914,70.80833421,4400.0,5.69,10.2817
33856,105.42979876,-27.93484165,4400.0,3.49,28.4453
33878,105.48497076,-5.72208135,3200.0,5.22,24.1936
33914,105.5728766,15.33606893,4850.0,5.78,8.1357
33927,105.6032693,24.21544652,5500.0,5.2,8.289
33929,105.60634028,17.7554551,3350.0,5.96,15.7378
33937,105.63872677,16.674465,3200.0,5.86,18.0735
33971,105.72824798,-4.23923814,28000.0,4.99,0.352
33977,105.75613986,-23.83330131,24000.0,3.02,1.1888
34000,105.8129557,-59.17813539,12000.0,5.5,1.5093
34002,105.82470567,9.13834729,9250.0,5.96,2.0431
34017,105.87647681,29.33909345,5600.0,5.93,5.4243
34033,105.90863811,10.95184577,4550.0,5.14,12.4208
34045,105.93955493,-15.63325876,14000.0,4.11,2.1003
34059,105.97356647,-49.58425759,9000.0,4.92,3.4686
34065,105.98916816,-43.60898397,5700.0,5.56,6.1482
34081,106.01169961,-42.33745341,8750.0,5.2,3.2475
34086,106.02187558,-5.323971,4550.0,5.63,9.9305
34088,106.02723079,20.57029939,5700.0,4.01,13.3389
34105,106.07632905,-56.7497313,10000.0,5.14,2.5529
34215,106.4125041,9.18583678,3500.0,5.78,15.6106
34267,106.54845981,34.47408682,5200.0,5.55,7.8237
34301,106.6698695,-11.29401875,30000.0,5.41,0.2531
34339,106.77952459,-40.8932956,24000.0,5.8,0.3296
34349,106.80542082,-51.9683879,5000.0,5.96,7.0408
34358,106.84338053,34.00936165,4400.0,5.94,9.1853
34360,106.8441212,-23.84073435,26000.0,5.75,0.2882
34387,106.95618723,7.47129491,5000.0,5.74,7.7919
34440,107.0918432,15.93092642,5200.0,5.47,8.1173
34444,107.09785853,-26.39320776,6300.0,1.83,29.827
34473,107.1764228,-70.49734046,7200.0,5.68,3.7991
34481,107.18676883,-70.49919435,5200.0,3.78,17.4566
34495,107.21281817,-39.65567374,24000.0,4.83,0.515
34579,107.42928078,-25.23104384,26000.0,5.69,0.296
34622,107.55700787,-4.23763568,5000.0,4.91,11.3078
34624,107.5805277,-27.4915246,5200.0,5.46,8.201
34670,107.69791141,-48.93257706,4700.0,5.12,11.677
34693,107.78496505,30.24528065,4700.0,4.41,16.187
34722,107.84616679,26.85666896,9000.0,5.75,2.3875
34724,107.84846508,-0.30190562,7200.0,5.44,4.2851
34752,107.91371845,39.32054373,4400.0,4.91,14.7271
34758,107.92337859,-20.88311563,10000.0,5.84,1.8586
34769,107.96608486,-0.49278056,9500.0,4.15,4.4755
34798,108.0509095,-25.94260947,26000.0,5.91,0.2668
34802,108.06592133,-40.49877843,9250.0,5.3,2.7831
34817,108.10762542,-36.54439953,22000.0,5.94,0.3678
34819,108.10994955,24.12870291,6750.0,5.85,4.0495
34834,108.14058722,-46.75956448,7500.0,4.49,5.9014
34888,108.27998092,-11.2513606,5000.0,5.77,7.6912
34899,108.30571289,-45.18252474,8750.0,4.87,3.7514
34909,108.34277923,16.15906775,4550.0,5.07,12.8242
34912,108.34747243,51.42871249,3050.0,5.46,23.8586
34914,108.35003994,-22.67414589,4400.0,5.99,8.9817
34922,108.38429537,-44.64052957,2750.0,4.42,46.796
34975,108.54529505,-3.90175914,4250.0,5.8,10.4951
34981,108.56340179,-26.35251617,24000.0,4.42,0.6234
34982,108.56467751,-9.94753938,4550.0,5.9,8.7792
34987,108.58360689,3.11142128,5000.0,5.36,9.295
35005,108.63604311,12.11586588,5400.0,5.71,6.7452
35020,108.65893526,-48.27192832,14000.0,4.75,1.5625
35025,108.67476926,24.88520186,3350.0,5.84,16.5108
35029,108.69177379,-46.84967225,10000.0,5.72,1.9622
35037,108.70275679,-26.77268601,26000.0,4.01,0.6406
35044,108.7132841,-27.03792355,4550.0,5.58,10.0655
35054,108.73812657,-41.42641755,22000.0,5.95,0.3653
35083,108.83783435,-30.68647453,26000.0,5.36,0.3435
35084,108.83861519,-52.49951781,5000.0,5.96,7.0224
35120,108.91423401,7.97773709,2900.0,5.78,22.7475
35127,108.93009963,-10.58360286,5000.0,5.95,7.0567
35136,108.95880519,47.24041621,6000.0,5.54,5.6134
35146,108.97924939,59.63809569,4700.0,5.2,11.1813
35152,108.98823076,27.89742666,3350.0,5.75,17.3252
35180,109.06075146,-15.58565483,9750.0,5.46,2.317
35181,109.06446675,-46.77461104,4400.0,5.64,10.5469
35202,109.13273708,-38.31894033,22000.0,5.81,0.3901
35205,109.14583928,-27.88127313,3200.0,4.66,31.2351
35210,109.153487,-23.31560155,4400.0,4.83,15.3798
35226,109.20589876,-36.59264813,24000.0,5.03,0.4701
35228,109.20762844,-67.95717248,6600.0,3.97,10.1121
35264,109.28568399,-37.09748689,4550.0,2.71,38.0858
35304,109.39050118,52.13111463,4850.0,5.93,7.5905
35341,109.50927066,40.88336298,8750.0,5.87,2.3809
35347,109.51773775,-43.98677255,14000.0,5.86,0.9409
35350,109.52336162,16.54047526,9250.0,3.58,5.9774
35363,109.57667037,-36.7339666,26000.0,4.65,0.4769
35384,109.63324602,49.46474619,9000.0,5.0,3.3636
35393,109.63966607,-39.21030701,10000.0,5.24,2.4494
35406,109.65913632,-36.74274935,10000.0,5.11,2.6085
35412,109.66825335,-24.55870761,39000.0,4.88,0.1912
35415,109.67703283,-24.95438447,33000.0,4.37,0.3378
35427,109.71366298,-26.58587077,5800.0,5.29,7.1479
35476,109.84321714,2.74071985,5100.0,5.9,6.9536
35487,109.86700585,-16.39491266,7200.0,5.7,3.7622
35509,109.94837319,7.14309133,6300.0,5.91,4.4876
35550,110.0307889,21.98233941,7500.0,3.5,9.2296
35564,110.08940661,-52.3118825,7200.0,5.5,4.0997
35589,110.16172862,-52.08592527,12000.0,5.38,1.5953
35615,110.24288294,-14.36048847,5200.0,5.59,7.7183
35626,110.26808505,-25.89167605,3050.0,5.87,19.7478
35643,110.32308085,45.22817039,8250.0,5.74,2.7951
35699,110.48708081,20.44371648,3500.0,5.09,21.4106
35710,110.51120175,36.76063782,5000.0,5.12,10.2816
35712,110.51448965,0.17712559,14000.0,5.99,0.8903
35727,110.55637515,-19.01658444,20000.0,4.94,0.7035
35749,110.60582057,-5.98280807,7050.0,5.83,3.7683
35785,110.71692703,55.28146955,14000.0,5.8,0.9656
35795,110.75292901,-31.92379021,24000.0,5.4,0.3969
35846,110.8689755,25.05060041,5200.0,5.04,9.79
35848,110.87072892,-27.83428348,4400.0,5.37,11.9286
35855,110.88291983,-32.20207858,26000.0,5.41,0.3364
35904,111.02377104,-29.30311979,20000.0,2.45,2.2263
35907,111.03529509,40.67244066,5000.0,5.23,9.8671
35941,111.13935024,27.63781901,7500.0,5.77,3.3818
35951,111.16745993,-16.20142374,26000.0,5.18,0.3738
35957,111.18278416,-31.80892621,4850.0,5.35,9.9089
35984,111.23782838,51.88734396,4250.0,5.8,10.5213
35987,111.24245464,11.66955984,8750.0,5.37,3.0032
35998,111.28515547,-13.75197556,7050.0,5.79,3.7415
36024,111.35530599,-25.2177645,20000.0,5.79,0.4782
36039,111.40911866,-79.09420265,4700.0,5.54,9.6569
36041,111.41207798,9.27611835,5200.0,4.99,10.2009
36046,111.43198371,27.79828561,5100.0,3.78,18.0944
36055,111.46334907,-5.77495377,4000.0,5.98,10.945
36114,111.59106537,-51.01849597,5000.0,5.09,10.5103
36143,111.67696453,-34.14070792,22000.0,5.9,0.3748
36145,111.67858726,49.21164489,9750.0,4.61,3.4225
36156,111.73470421,20.25758199,7200.0,5.94,3.4191
36168,111.74786303,-23.08603328,28000.0,5.65,0.2599
36186,111.78329832,-17.86486511,7200.0,5.6,3.9842
36188,111.78780121,8.28940893,14000.0,2.89,3.6427
36236,111.92891065,-22.85919757,20000.0,5.98,0.4369
36238,111.93497685,21.44554856,6750.0,5.2,5.3521
36251,111.96526084,-11.55686168,14000.0,5.79,0.9737
36258,111.99653073,-29.1559018,12000.0,5.55,1.4778
36265,112.00865288,6.94207694,7500.0,5.22,4.3844
36284,112.04095607,8.92550376,4550.0,4.33,17.9673
36345,112.21316505,-31.84841156,24000.0,5.95,0.3071
36348,112.21452104,48.18403758,12000.0,5.7,1.3748
36362,112.27050532,-31.45622952,26000.0,5.78,0.2837
36363,112.27379583,-38.8121049,24000.0,5.41,0.3936
36366,112.27754045,31.78407932,7500.0,4.16,6.8206
36377,112.3078263,-43.30189129,4250.0,3.25,33.5375
36388,112.32781398,-1.90530704,4250.0,5.6,11.5461
36393,112.33526392,28.1184038,9000.0,5.07,3.2272
36396,112.34212843,-10.326657,4250.0,5.75,10.759
36399,112.35670842,-7.55147431,6300.0,5.86,4.503
36425,112.44909205,12.00661101,4700.0,4.55,15.2528
36429,112.4532548,27.91619925,4700.0,5.01,12.3076
36431,112.4642256,-23.02429924,8500.0,4.85,4.0814
36439,112.48273588,49.67266207,6600.0,5.35,5.1121
36444,112.49893731,-52.65128759,5000.0,5.87,7.3086
36496,112.62877606,-54.39943169,3350.0,5.95,15.7293
36514,112.67754202,-30.96228313,5800.0,4.65,9.6032
36528,112.71958057,68.465727,4700.0,5.63,9.2629
36547,112.76866761,82.41156871,2900.0,4.92,33.7507
36616,112.95154548,17.08622915,4700.0,5.45,10.0269
36640,113.02423825,-8.88091851,6750.0,5.9,3.8612
36641,113.0247923,1.91448227,7500.0,5.24,4.3667
36721,113.29074012,-24.71078019,9250.0,5.84,2.1634
36723,113.2986465,3.29027472,7200.0,5.59,3.9547
36732,113.33145749,-19.41235409,5000.0,5.64,8.1147
36760,113.4020791,15.82669239,9750.0,5.27,2.5368
36773,113.44986614,-14.52390109,9000.0,4.82,3.6913
36778,113.46270622,-36.33840157,26000.0,5.42,0.335
36795,113.51335813,-22.29618077,6600.0,4.44,7.8661
36812,113.56622524,3.37173632,10000.0,5.83,1.8706
